row,policy,opaque_id,phase,tool_hash,program_hash,payload_hash,schema_hash,builds,actions,probes,status,detail
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,5061919f78f3829d,ef8e77ff6fce317e,375772d1edd79f6c,d53bd3a187721a8,29,30,30,rejected,attempt=26;opaque_receipt=4bea4c411f441a4e;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,2175a3abaf2be5f9,73c69ce0800d2c47,375772d1edd79f6c,cd0b57c3d461cc32,30,31,31,rejected,attempt=27;opaque_receipt=dfbe78a6fcaf529a;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,813563ac959ba1c5,33d68ccfd79f8655,375772d1edd79f6c,d53bd3a187721a8,31,32,32,rejected,attempt=28;opaque_receipt=ba5b03657a13779e;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,9ceba0a564c52565,33ed79e0c2e262aa,375772d1edd79f6c,d53bd3a187721a8,32,33,33,rejected,attempt=29;opaque_receipt=667695463a8a372a;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,23daecb971e318be,4834528d0ef6b9ea,375772d1edd79f6c,cd0b57c3d461cc32,33,34,34,rejected,attempt=30;opaque_receipt=5ed3847a2a2d8532;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,2c44c1de1045cacb,6743b26c0bb73e62,375772d1edd79f6c,d53bd3a187721a8,34,35,35,rejected,attempt=31;opaque_receipt=ecd8a54c9a881845;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,39be6d30ae1607bb,86bfac7b32af871c,375772d1edd79f6c,d53bd3a187721a8,35,36,36,rejected,attempt=32;opaque_receipt=2a494cac1ff90cd3;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,a5f6432d97398a8,b04be7168ee6fa62,375772d1edd79f6c,cd0b57c3d461cc32,36,37,37,rejected,attempt=33;opaque_receipt=68e18db0d976dc66;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,c0f2fe1eea5d8d69,36cf0873f1002e9d,375772d1edd79f6c,d53bd3a187721a8,37,38,38,rejected,attempt=34;opaque_receipt=1af5885f82e9f6fc;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,4a4d0e9bb8400dab,26c85085e59bbfcb,375772d1edd79f6c,d53bd3a187721a8,38,39,39,rejected,attempt=35;opaque_receipt=1ab81b69cda00db0;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,b7ded9296249be34,cc43343c547e632e,375772d1edd79f6c,cd0b57c3d461cc32,39,40,40,rejected,attempt=36;opaque_receipt=be99e16247b7e655;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,fa315b6225873971,fbf4a6cb2137063,375772d1edd79f6c,d53bd3a187721a8,40,41,41,rejected,attempt=37;opaque_receipt=e5485783e6b50cd5;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,da8243ae374c1d85,3e60885075232b64,375772d1edd79f6c,d53bd3a187721a8,41,42,42,rejected,attempt=38;opaque_receipt=6de2c0a4fe874de3;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,f6a960b530d5b055,92b1527966bf8de,375772d1edd79f6c,cd0b57c3d461cc32,42,43,43,rejected,attempt=39;opaque_receipt=64fa6ee9ae1dd8b;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,7e14678bc2817808,64ed90686cd8215f,375772d1edd79f6c,d53bd3a187721a8,43,44,44,rejected,attempt=40;opaque_receipt=ea01c045f0a42728;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,a33fa661cd566b29,726321773b61b1ff,375772d1edd79f6c,d53bd3a187721a8,44,45,45,rejected,attempt=41;opaque_receipt=9b7296eb789b27f9;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,c1b2b422a9de2b58,fc456841817416cf,375772d1edd79f6c,cd0b57c3d461cc32,45,46,46,rejected,attempt=42;opaque_receipt=3dba3689e51da52d;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,28baab00514f8602,a67eb5bfdd81f952,375772d1edd79f6c,d53bd3a187721a8,46,47,47,rejected,attempt=43;opaque_receipt=61938a1ea12962ce;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,7de9f8cb3e9aeff8,fc2b9c6ce003c10a,375772d1edd79f6c,d53bd3a187721a8,47,48,48,rejected,attempt=44;opaque_receipt=907a49a70848d43b;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,cc2b42857b4411fe,cd66283ed82656d1,375772d1edd79f6c,cd0b57c3d461cc32,48,49,49,rejected,attempt=45;opaque_receipt=af2dac752c7fc22b;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,385ac4ab07320d1c,6492533d5ca11326,375772d1edd79f6c,d53bd3a187721a8,49,50,50,rejected,attempt=46;opaque_receipt=27fbdc29a85ff7f2;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,2ce3c7c29dbc4da4,f1a0e81a2e86a72e,375772d1edd79f6c,d53bd3a187721a8,50,51,51,rejected,attempt=47;opaque_receipt=369c67083e7bc35f;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,8d2009bcc5dea2b7,84608a9bb9f274b9,375772d1edd79f6c,cd0b57c3d461cc32,51,52,52,rejected,attempt=48;opaque_receipt=e2e27f6494149de5;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,9827143261ceab25,25a01ae8a8668f9c,375772d1edd79f6c,d53bd3a187721a8,52,53,53,rejected,attempt=49;opaque_receipt=7c99b6872d47e307;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,f704337ad26b4611,5062832f4ff48702,375772d1edd79f6c,d53bd3a187721a8,53,54,54,rejected,attempt=50;opaque_receipt=589820c12748b008;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,771eb63b89853079,c893411477ad0261,375772d1edd79f6c,cd0b57c3d461cc32,54,55,55,rejected,attempt=51;opaque_receipt=ad5adf067769b2b3;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,53126c7cd8882de1,39a5fdbd1826d982,375772d1edd79f6c,d53bd3a187721a8,55,56,56,rejected,attempt=52;opaque_receipt=fdef547e8c4a7e77;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,bfcd88ce6727e340,dc0bc9176db0692a,375772d1edd79f6c,d53bd3a187721a8,56,57,57,rejected,attempt=53;opaque_receipt=ba0646480e5d2aaf;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,b807f8767f80dc39,c195885a00be0315,375772d1edd79f6c,cd0b57c3d461cc32,57,58,58,rejected,attempt=54;opaque_receipt=884ba94121ad6273;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,2d1b4c05ef318672,7f1f62455d11739e,375772d1edd79f6c,d53bd3a187721a8,58,59,59,rejected,attempt=55;opaque_receipt=aedbd628b78e03c;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,df4683462626b14e,357785d7313981f5,375772d1edd79f6c,d53bd3a187721a8,59,60,60,rejected,attempt=56;opaque_receipt=501fd58ac3bc5baf;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,9319b796de5b427,b53c2caee74e54b0,375772d1edd79f6c,cd0b57c3d461cc32,60,61,61,rejected,attempt=57;opaque_receipt=15bdc6e180b0378e;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,31302896726ebd98,bfd4609b036ca418,375772d1edd79f6c,d53bd3a187721a8,61,62,62,rejected,attempt=58;opaque_receipt=9a86d11eec55948e;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,a2a105f35e0cea05,242c17b32b1a1c34,375772d1edd79f6c,d53bd3a187721a8,62,63,63,rejected,attempt=59;opaque_receipt=c4a8ffd5887a561d;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,e34a292dee5d51b,46ba0aba0e26aa4c,375772d1edd79f6c,cd0b57c3d461cc32,63,64,64,rejected,attempt=60;opaque_receipt=bb5194ba81db9598;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,39954d16f4a687cf,886fc05a99e02b09,375772d1edd79f6c,d53bd3a187721a8,64,65,65,rejected,attempt=61;opaque_receipt=4285eb35d705dcce;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,c338c1acc6abd8fe,3cef513cec0d434f,375772d1edd79f6c,d53bd3a187721a8,65,66,66,rejected,attempt=62;opaque_receipt=a79d81444c7cb856;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,4e2a286115b2c9cb,415db86efab7225,375772d1edd79f6c,cd0b57c3d461cc32,66,67,67,rejected,attempt=63;opaque_receipt=de63f43571a23122;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,cd18a610ef0909f7,fae37ba130ae0ac5,375772d1edd79f6c,d53bd3a187721a8,67,68,68,rejected,attempt=64;opaque_receipt=594db9e829fc1bd5;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,884e9d9c21483853,4619eec4fc287dee,375772d1edd79f6c,d53bd3a187721a8,68,69,69,rejected,attempt=65;opaque_receipt=6df8a22daa22cbb7;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,ad63fb4033a22103,cd60e1c315c949aa,375772d1edd79f6c,cd0b57c3d461cc32,69,70,70,rejected,attempt=66;opaque_receipt=bd45d9bbbffc240b;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,6620b5cab48ba109,797f2ce830521f03,375772d1edd79f6c,d53bd3a187721a8,70,71,71,rejected,attempt=67;opaque_receipt=6b9e5a009d6dbb7b;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,97223af6c756378,78155815a19128e8,375772d1edd79f6c,d53bd3a187721a8,71,72,72,rejected,attempt=68;opaque_receipt=add4dca448923e90;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,62fa6d6fe82472c5,120405d0413b187a,375772d1edd79f6c,cd0b57c3d461cc32,72,73,73,rejected,attempt=69;opaque_receipt=1bc89a6e2f9bfeab;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,b2a79d05aec39c0c,e5b636babcefc4c5,375772d1edd79f6c,d53bd3a187721a8,73,74,74,rejected,attempt=70;opaque_receipt=18c0e19e790d46ce;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,c1b4b239bf56fbd9,5bff3bbbaa60dffb,375772d1edd79f6c,d53bd3a187721a8,74,75,75,rejected,attempt=71;opaque_receipt=90cb940172d420fb;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,bf65a63e599d57c0,487e5798b1453cbc,375772d1edd79f6c,cd0b57c3d461cc32,75,76,76,rejected,attempt=72;opaque_receipt=957226bf9eca5fe5;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,a55479aabe4b4151,5d3600c996bb5110,375772d1edd79f6c,d53bd3a187721a8,76,77,77,rejected,attempt=73;opaque_receipt=560a4998f0e9c8ac;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,223f36776dd3609a,42dd676dcb458129,375772d1edd79f6c,d53bd3a187721a8,77,78,78,rejected,attempt=74;opaque_receipt=dcad1939ea719a1e;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,2cdc6d0a12d1ce32,64e964260b3cf3e9,375772d1edd79f6c,cd0b57c3d461cc32,78,79,79,rejected,attempt=75;opaque_receipt=c8de25a0714de149;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,7a1a45dfe4071f16,5dd01e8716ad2c16,375772d1edd79f6c,d53bd3a187721a8,79,80,80,rejected,attempt=76;opaque_receipt=3b09cab10caddfc2;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,e51ff183215ddc7f,55cd01533a3f156b,375772d1edd79f6c,d53bd3a187721a8,80,81,81,rejected,attempt=77;opaque_receipt=4ed6e8c88adc66f2;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,72d9811d84bb90c3,edec68cd662423fe,375772d1edd79f6c,cd0b57c3d461cc32,81,82,82,rejected,attempt=78;opaque_receipt=cc544d1d792c546c;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,4d107ac613887df5,5cac8e6fc8ad0fb6,375772d1edd79f6c,d53bd3a187721a8,82,83,83,rejected,attempt=79;opaque_receipt=5f0d67a7b2eb55c6;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,b8c6bd7514d05a2f,c28afc9d737a2c25,375772d1edd79f6c,d53bd3a187721a8,83,84,84,rejected,attempt=80;opaque_receipt=3d00a3e474b74f7c;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,d14fc58fa5fd41c7,452175155ba5f40,375772d1edd79f6c,cd0b57c3d461cc32,84,85,85,rejected,attempt=81;opaque_receipt=4e1088c98669d778;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,93aee87e277641a4,368832ea6ac3183a,375772d1edd79f6c,d53bd3a187721a8,85,86,86,rejected,attempt=82;opaque_receipt=8a64a28fa5f99182;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,d11d64d52ef11eb6,724812ca55e5de69,375772d1edd79f6c,d53bd3a187721a8,86,87,87,rejected,attempt=83;opaque_receipt=6383ab9e348c0299;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,3f596d1d7c5ba54f,384d74dcd377a4b4,375772d1edd79f6c,cd0b57c3d461cc32,87,88,88,rejected,attempt=84;opaque_receipt=334ff16857a708ff;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,ba89a311c3663fb8,4c1587af75477037,375772d1edd79f6c,d53bd3a187721a8,88,89,89,rejected,attempt=85;opaque_receipt=46ea28077c9c0440;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,e1d1c1de5dcf75d7,b0f7b5c1634fff3f,375772d1edd79f6c,d53bd3a187721a8,89,90,90,rejected,attempt=86;opaque_receipt=9b92d5c070ac78cf;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,bf526afbca8a818d,42fff5aa38e3cd16,375772d1edd79f6c,cd0b57c3d461cc32,90,91,91,rejected,attempt=87;opaque_receipt=d620404c2508f583;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,44fb8067789ade7a,74db46a45dc59818,375772d1edd79f6c,d53bd3a187721a8,91,92,92,rejected,attempt=88;opaque_receipt=83807bc66b40e645;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,dcec05e724d54363,86881ce44353e0d7,375772d1edd79f6c,d53bd3a187721a8,92,93,93,rejected,attempt=89;opaque_receipt=b90f633d03cebd9e;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,6420de53f04fb8ea,56ccc3549682a9d6,375772d1edd79f6c,cd0b57c3d461cc32,93,94,94,rejected,attempt=90;opaque_receipt=de8057116542df57;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,cb962f7570ae4ea9,619e6aec3417af31,375772d1edd79f6c,d53bd3a187721a8,94,95,95,rejected,attempt=91;opaque_receipt=4874717cf9cdee86;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,235a75be7d7f28e7,7a87c8c0db3e58c2,375772d1edd79f6c,d53bd3a187721a8,95,96,96,rejected,attempt=92;opaque_receipt=61c055d14a8168ef;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,67a4de86e41765fa,a1097c712c1c6bd1,375772d1edd79f6c,cd0b57c3d461cc32,96,97,97,rejected,attempt=93;opaque_receipt=3a76289510b3d216;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,763cc42418260882,9b17a314076202ea,375772d1edd79f6c,d53bd3a187721a8,97,98,98,rejected,attempt=94;opaque_receipt=a66540265d7dc13e;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,a163253378b20236,d64e3c75ed516caa,375772d1edd79f6c,d53bd3a187721a8,98,99,99,rejected,attempt=95;opaque_receipt=d4e69ca6efdac860;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,e72e7721ca80d4c0,b0cf0e5681626ae9,375772d1edd79f6c,cd0b57c3d461cc32,99,100,100,rejected,attempt=96;opaque_receipt=55a7f30dc921a9c;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,d0a2e919d5c1fd4a,972470afa7c4e1b0,375772d1edd79f6c,d53bd3a187721a8,100,101,101,rejected,attempt=97;opaque_receipt=f11186ef9dba0c71;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,a08c38c7092d5c98,d0855ca501434b51,375772d1edd79f6c,d53bd3a187721a8,101,102,102,rejected,attempt=98;opaque_receipt=62138540edba865d;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,11f8f9705dd2808f,5b80850133c2bae2,375772d1edd79f6c,cd0b57c3d461cc32,102,103,103,rejected,attempt=99;opaque_receipt=606fe8b646f9cd6a;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,64312b95fd4b5d0c,162ee6a84cc09f46,375772d1edd79f6c,d53bd3a187721a8,103,104,104,rejected,attempt=100;opaque_receipt=76e8fd9f450c2628;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,d09e1e124efc1a7d,1bee4f5954df10e4,375772d1edd79f6c,d53bd3a187721a8,104,105,105,tentative_accept,attempt=101;opaque_receipt=39b45eeb26b90fd8;full_sequence_hash=fe0339d4c46780e9
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,d09e1e124efc1a7d,1bee4f5954df10e4,375772d1edd79f6c,d53bd3a187721a8,104,106,106,accepted,attempt=102;mutation=irrelevant_comment;feedback=opaque
constructor_attempt,no_memory,f9fa9278eb3d737d,develop,d09e1e124efc1a7d,1bee4f5954df10e4,375772d1edd79f6c,d53bd3a187721a8,104,107,107,accepted,attempt=103;mutation=relevant_active_try_bytes;feedback=opaque
typed_witness,no_memory,f9fa9278eb3d737d,develop,d09e1e124efc1a7d,1bee4f5954df10e4,375772d1edd79f6c,d53bd3a187721a8,104,105,105,accepted,summary=14;witness_hex=333430312c333634312c343032332c343136352c343432372c343633392c343735372c343932352c353035322c353230382c353333382c353436382c353539392c35373239
receipt,no_memory,f9fa9278eb3d737d,develop,d09e1e124efc1a7d,1bee4f5954df10e4,375772d1edd79f6c,d53bd3a187721a8,104,107,107,accepted,first_accept_index=101;opaque_receipt_chain=ba38638c3475bd44;mutation_audits=2
ablation,no_memory,f9fa9278eb3d737d,develop,1bee4f5954df10e4,fe0339d4c46780e9,375772d1edd79f6c,-,104,107,107,discarded,earned_program_not_available_to_holdout
budget,no_memory,f9fa9278eb3d737d,develop,-,-,375772d1edd79f6c,-,2048,2048,2048,charged_exact,active_builds=104;active_actions=107;active_probes=107;earned_memory=discarded
receipt,no_memory,f1f15b2967c34b3,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,44409cdd879ab88,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,no_memory,f1f15b2967c34b3,holdout,4e9640b247c85a05,58967315222620f1,44409cdd879ab88,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
typed_witness,no_memory,f1f15b2967c34b3,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,44409cdd879ab88,cd0b57c3d461cc32,3,3,3,accepted,summary=1;witness_hex=313237383a3738393a31333234
receipt,no_memory,f1f15b2967c34b3,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,44409cdd879ab88,cd0b57c3d461cc32,3,3,3,accepted,inherited_ax_program
receipt,no_memory,f1f15b2967c34b3,holdout,2513f85d64cb1bda,95d55634c06adf62,44409cdd879ab88,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
budget,no_memory,f1f15b2967c34b3,holdout,-,-,44409cdd879ab88,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=4;active_probes=4;earned_memory=discarded
receipt,no_memory,d13917d0f504513,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,6488d024155da2b,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,no_memory,d13917d0f504513,holdout,4e9640b247c85a05,58967315222620f1,6488d024155da2b,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,no_memory,d13917d0f504513,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,6488d024155da2b,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
typed_witness,no_memory,d13917d0f504513,holdout,2513f85d64cb1bda,95d55634c06adf62,6488d024155da2b,cd0b57c3d461cc32,3,4,4,accepted,summary=1;witness_hex=363438303a363437323a36353034
receipt,no_memory,d13917d0f504513,holdout,2513f85d64cb1bda,95d55634c06adf62,6488d024155da2b,cd0b57c3d461cc32,3,4,4,accepted,inherited_ax_program
budget,no_memory,d13917d0f504513,holdout,-,-,6488d024155da2b,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=4;active_probes=4;earned_memory=discarded
receipt,no_memory,e65cb01ba33cd72a,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,ed07ac64ed394813,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,no_memory,e65cb01ba33cd72a,holdout,4e9640b247c85a05,58967315222620f1,ed07ac64ed394813,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,no_memory,e65cb01ba33cd72a,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,ed07ac64ed394813,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,no_memory,e65cb01ba33cd72a,holdout,2513f85d64cb1bda,95d55634c06adf62,ed07ac64ed394813,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
budget,no_memory,e65cb01ba33cd72a,holdout,-,-,ed07ac64ed394813,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=4;active_probes=4;earned_memory=discarded
receipt,no_memory,848aa5bfd2ce8b86,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,8fd1b9c09ccb14b8,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,no_memory,848aa5bfd2ce8b86,holdout,4e9640b247c85a05,58967315222620f1,8fd1b9c09ccb14b8,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,no_memory,848aa5bfd2ce8b86,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,8fd1b9c09ccb14b8,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,no_memory,848aa5bfd2ce8b86,holdout,2513f85d64cb1bda,95d55634c06adf62,8fd1b9c09ccb14b8,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
budget,no_memory,848aa5bfd2ce8b86,holdout,-,-,8fd1b9c09ccb14b8,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=4;active_probes=4;earned_memory=discarded
receipt,no_memory,68dd9a739da2fe,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,b33c1e53d983dc1,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,no_memory,68dd9a739da2fe,holdout,4e9640b247c85a05,58967315222620f1,b33c1e53d983dc1,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,no_memory,68dd9a739da2fe,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,b33c1e53d983dc1,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,no_memory,68dd9a739da2fe,holdout,2513f85d64cb1bda,95d55634c06adf62,b33c1e53d983dc1,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
budget,no_memory,68dd9a739da2fe,holdout,-,-,b33c1e53d983dc1,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=4;active_probes=4;earned_memory=discarded
receipt,no_memory,a26f14f027946b87,holdout,2513f85d64cb1bda,5bafd6bd981fedf8,a934088f6991f4bb,d53bd3a187721a8,1,1,1,rejected,inherited_ax_program
receipt,no_memory,a26f14f027946b87,holdout,4e9640b247c85a05,58967315222620f1,a934088f6991f4bb,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,no_memory,a26f14f027946b87,holdout,e0ff2587dbccd344,1bc903704d0b2b1a,a934088f6991f4bb,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
receipt,no_memory,a26f14f027946b87,holdout,2513f85d64cb1bda,95d55634c06adf62,a934088f6991f4bb,cd0b57c3d461cc32,3,4,4,rejected,inherited_ax_program
budget,no_memory,a26f14f027946b87,holdout,-,-,a934088f6991f4bb,-,2048,2048,2048,charged_exact,active_builds=3;active_actions=4;active_probes=4;earned_memory=discarded
typed_witness,no_probe,b62c2b66ec35b8ae,develop,2513f85d64cb1bda,5bafd6bd981fedf8,7881cbcfeadf54bd,d53bd3a187721a8,1,1,1,accepted,summary=3;witness_hex=3237362c3531322c373938
receipt,no_probe,b62c2b66ec35b8ae,develop,2513f85d64cb1bda,5bafd6bd981fedf8,7881cbcfeadf54bd,d53bd3a187721a8,1,1,1,accepted,inherited_ax_program
receipt,no_probe,b62c2b66ec35b8ae,develop,4e9640b247c85a05,58967315222620f1,7881cbcfeadf54bd,10aaebf672bc000a,2,2,2,rejected,inherited_ax_program
receipt,no_probe,b62c2b66ec35b8ae,develop,e0ff2587dbccd344,1bc903704d0b2b1a,7881cbcfeadf54bd,cd0b57c3d461cc32,3,3,3,rejected,inherited_ax_program
