arm,seed,battery,idx,target,ladder_solved,ladder_cov,ladder_label,checked_delta,novel_delta,blocked_delta,nlib,basis_at_target,rev_flag,aimed_attempted,aimed_certified,aimed_lens,mono_mask,grown_mask,mono_val,walsh_val,grown_val,aimed_cov_before,aimed_cov_after,aimed_r2,aimed_evals,tax_proxy,tax_proxy_corr,aimed_test_acc_l1,aimed_ladder_novel,final_solved
assembled,0xF0235A11CE0FF1CE,B,1,B2 random monomial deg3,1,1.0000,rq1_escalation,3,0,3,11,3,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,B,2,B3 sum(g) % 7,1,1.0000,unified escalation,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,B,3,B4 sign%mod 11,1,0.9034,frozen/grown monomials,0,0,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,B,4,B5 Walsh χ{S=0x11},1,1.0000,unified escalation,1,1,0,13,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,B,5,B6 Walsh χ{S=0xA4},1,1.0000,unified escalation,1,1,0,14,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,B,6,B7 Walsh χ{S=0x0A},1,1.0000,unified escalation,1,1,0,15,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,B,7,B8 parity-of-count,1,1.0000,unified escalation,1,1,0,16,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,B,8,B9 oriented v1>v0,1,1.0000,frozen/grown monomials,0,0,0,16,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,B,9,B10 parity AND sum%5,1,1.0000,unified escalation,1,1,0,17,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,B,10,B11 inversion parity,1,1.0000,rq1_escalation,0,0,0,17,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,C,11,C01 XOR 0x0F,0,0.5240,base,0,0,0,11,4,post,1,0,th3,0x14,0x14,0.5297,0.5343,0.5291,0.5240,0.5057,-2.1472,435,novel,0.7746,-1.0000,0,0
assembled,0xF0235A11CE0FF1CE,C,12,C02 parity XOR 0x33,0,0.4989,base,0,0,0,11,4,post,1,1,mod2,0x33,0x33,0.5434,0.5257,1.0000,0.4989,1.0000,-0.0142,435,novel,0.0229,0.5000,1,1
assembled,0xF0235A11CE0FF1CE,C,13,C03 XOR 0x55,0,0.4994,base,0,0,0,11,4,post,1,0,mod2,0x0D,0x0D,0.5286,0.5274,0.5257,0.4994,0.4937,-0.0084,435,novel,0.0615,-1.0000,0,0
assembled,0xF0235A11CE0FF1CE,C,14,C04 XOR 0xAA,0,0.5029,base,0,0,0,11,4,post,1,0,th1,0x8C,0x8C,0.5274,0.5251,0.5171,0.5029,0.5137,-0.0330,435,novel,0.0990,-1.0000,0,0
assembled,0xF0235A11CE0FF1CE,C,15,C05 XOR 0x3C,0,0.5149,base,0,0,0,11,4,post,1,0,th1,0x34,0x34,0.5223,0.5217,0.4931,0.5149,0.5103,-0.0006,435,novel,0.0930,-1.0000,0,0
assembled,0xF0235A11CE0FF1CE,C,16,C06 XOR 0x66,0,0.5023,base,0,0,0,11,4,post,1,1,mod2,0x66,0x66,0.5486,0.5331,1.0000,0.5023,1.0000,-0.0091,435,novel,0.0453,0.5063,1,1
assembled,0xF0235A11CE0FF1CE,C,17,C07 XOR 0x99,0,0.4897,base,0,0,0,11,4,post,1,0,th3,0x2C,0x2C,0.5280,0.5434,0.5280,0.4897,0.5000,-0.0223,435,novel,0.6787,-1.0000,0,0
assembled,0xF0235A11CE0FF1CE,C,18,C08 parity count,1,1.0000,walsh,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,C,19,C09 inv parity,0,0.4937,base,0,0,0,11,4,post,1,0,th1,0xA5,0xA5,0.5291,0.5223,0.5029,0.4937,0.4931,-0.0103,435,novel,0.0410,-1.0000,0,0
assembled,0xF0235A11CE0FF1CE,C,20,C10 parity XOR 0x0F,0,0.5320,base,0,0,0,11,4,post,1,0,th3,0x14,0x14,0.5297,0.5343,0.5291,0.5320,0.5103,-0.0456,435,novel,0.7746,-1.0000,0,0
assembled,0xF0235A11CE0FF1CE,C,21,C11 XOR 0x37,0,0.4777,base,0,0,0,11,4,post,1,0,th1,0x98,0x9A,0.5280,0.5194,0.5234,0.4777,0.5006,-0.0253,443,novel,0.0966,-1.0000,0,0
assembled,0xF0235A11CE0FF1CE,D,22,D01 sum%2,1,1.0000,world,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,D,23,D07 count3%3,1,1.0000,menu,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0xF0235A11CE0FF1CE,D,24,D11 subset-parity{0-3},1,1.0000,forge,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,0,B1 random monomial deg2,1,1.0000,rq1_escalation,4,0,4,11,3,pre,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,1,B2 random monomial deg3,1,1.0000,rq1_escalation,3,0,3,11,3,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,2,B3 sum(g) % 7,1,1.0000,unified escalation,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,3,B4 sign%mod 11,1,0.9051,frozen/grown monomials,0,0,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,4,B5 Walsh χ{S=0x11},1,1.0000,unified escalation,1,1,0,13,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,5,B6 Walsh χ{S=0xA4},1,1.0000,unified escalation,1,1,0,14,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,6,B7 Walsh χ{S=0x0A},1,1.0000,unified escalation,1,1,0,15,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,7,B8 parity-of-count,1,1.0000,unified escalation,1,1,0,16,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,8,B9 oriented v1>v0,1,1.0000,frozen/grown monomials,0,0,0,16,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,9,B10 parity AND sum%5,1,1.0000,unified escalation,1,1,0,17,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,B,10,B11 inversion parity,1,1.0000,rq1_escalation,0,0,0,17,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,C,11,C01 XOR 0x0F,0,0.5051,base,0,0,0,11,4,post,1,0,th3,0x47,0x47,0.5257,0.5269,0.5234,0.5051,0.5246,-0.0458,435,novel,0.5925,-1.0000,0,0
assembled,0x00C1B10D20260706,C,12,C02 parity XOR 0x33,0,0.5097,base,0,0,0,11,4,post,1,0,th1,0x68,0xEC,0.5206,0.5286,0.5126,0.5097,0.5051,0.0103,451,novel,0.1268,-1.0000,0,0
assembled,0x00C1B10D20260706,C,13,C03 XOR 0x55,0,0.5120,base,0,0,0,11,4,post,1,0,th3,0x39,0x39,0.5371,0.5366,0.5269,0.5120,0.5029,-0.0220,435,novel,0.6009,-1.0000,0,0
assembled,0x00C1B10D20260706,C,14,C04 XOR 0xAA,0,0.4766,base,0,0,0,11,4,post,1,0,th5,0x61,0xE8,0.5349,0.5263,0.5269,0.4766,0.4771,-0.0074,459,novel,0.0159,-1.0000,0,0
assembled,0x00C1B10D20260706,C,15,C05 XOR 0x3C,0,0.5114,base,0,0,0,11,4,post,1,1,mod2,0x3C,0x3C,0.5617,0.5451,1.0000,0.5114,1.0000,-0.0091,435,novel,0.0237,0.5004,1,1
assembled,0x00C1B10D20260706,C,16,C06 XOR 0x66,0,0.5006,base,0,0,0,11,4,post,1,0,th4,0x9C,0x94,0.5343,0.5280,0.5063,0.5006,0.5137,-0.0122,443,novel,0.0425,-1.0000,0,0
assembled,0x00C1B10D20260706,C,17,C07 XOR 0x99,0,0.4863,base,0,0,0,11,4,post,1,0,mod2,0x1D,0x1D,0.5400,0.5389,0.5166,0.4863,0.4846,-0.0166,435,novel,0.0428,-1.0000,0,0
assembled,0x00C1B10D20260706,C,18,C08 parity count,1,1.0000,walsh,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,C,19,C09 inv parity,0,0.5017,base,0,0,0,11,4,post,1,0,th4,0xB4,0xB4,0.5246,0.5343,0.5286,0.5017,0.5046,-0.0066,435,novel,0.3981,-1.0000,0,0
assembled,0x00C1B10D20260706,C,20,C10 parity XOR 0x0F,0,0.5000,base,0,0,0,11,4,post,1,0,th3,0x47,0x47,0.5257,0.5269,0.5234,0.5000,0.4977,-0.0219,435,novel,0.5925,-1.0000,0,0
assembled,0x00C1B10D20260706,C,21,C11 XOR 0x37,0,0.4931,base,0,0,0,11,4,post,1,0,th1,0xD8,0x58,0.5309,0.5309,0.5194,0.4931,0.5006,-0.0051,443,novel,0.0504,-1.0000,0,0
assembled,0x00C1B10D20260706,D,22,D01 sum%2,1,1.0000,world,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,D,23,D07 count3%3,1,1.0000,menu,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C1B10D20260706,D,24,D11 subset-parity{0-3},1,0.9994,forge,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,0,B1 random monomial deg2,1,1.0000,rq1_escalation,4,0,4,11,3,pre,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,1,B2 random monomial deg3,1,1.0000,rq1_escalation,3,0,3,11,3,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,2,B3 sum(g) % 7,1,1.0000,unified escalation,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,3,B4 sign%mod 11,1,0.9063,frozen/grown monomials,0,0,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,4,B5 Walsh χ{S=0x11},1,1.0000,unified escalation,1,1,0,13,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,5,B6 Walsh χ{S=0xA4},1,1.0000,unified escalation,1,1,0,14,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,6,B7 Walsh χ{S=0x0A},1,1.0000,unified escalation,1,1,0,15,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,7,B8 parity-of-count,1,1.0000,unified escalation,1,1,0,16,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,8,B9 oriented v1>v0,1,1.0000,frozen/grown monomials,0,0,0,16,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,9,B10 parity AND sum%5,1,0.9086,frozen/grown monomials,0,0,0,16,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,B,10,B11 inversion parity,1,1.0000,rq1_escalation,0,0,0,16,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,C,11,C01 XOR 0x0F,0,0.4960,base,0,0,0,11,4,post,1,0,th2,0x31,0x31,0.5297,0.5229,0.4926,0.4960,0.4971,-0.3080,435,novel,0.4831,-1.0000,0,0
assembled,0x00C2B10D20260707,C,12,C02 parity XOR 0x33,0,0.4971,base,0,0,0,11,4,post,1,0,th5,0xC2,0xC3,0.5269,0.5274,0.5057,0.4971,0.5000,0.0050,443,novel,0.1459,-1.0000,0,0
assembled,0x00C2B10D20260707,C,13,C03 XOR 0x55,0,0.5006,base,0,0,0,11,4,post,1,0,th3,0x1B,0x1B,0.5337,0.5366,0.5366,0.5006,0.4920,-0.0148,435,remix,1.0000,-1.0000,0,0
assembled,0x00C2B10D20260707,C,14,C04 XOR 0xAA,0,0.4971,base,0,0,0,11,4,post,1,1,mod2,0xAA,0xAA,0.5509,0.5200,1.0000,0.4971,1.0000,-0.0208,435,novel,0.0269,0.5057,1,1
assembled,0x00C2B10D20260707,C,15,C05 XOR 0x3C,0,0.4869,base,0,0,0,11,4,post,1,0,th1,0x0E,0x0E,0.5229,0.5103,0.4966,0.4869,0.4931,-0.0117,435,novel,0.0994,-1.0000,0,0
assembled,0x00C2B10D20260707,C,16,C06 XOR 0x66,0,0.5074,base,0,0,0,11,4,post,1,1,mod2,0x66,0x66,0.5326,0.5314,1.0000,0.5074,1.0000,-0.0280,435,novel,0.0132,0.5139,1,1
assembled,0x00C2B10D20260707,C,17,C07 XOR 0x99,0,0.5131,base,0,0,0,11,4,post,1,0,th3,0x8D,0x8D,0.5297,0.5251,0.5240,0.5131,0.5143,-0.0058,435,novel,0.5856,-1.0000,0,0
assembled,0x00C2B10D20260707,C,18,C08 parity count,1,1.0000,walsh,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,C,19,C09 inv parity,0,0.4954,base,0,0,0,11,4,post,1,0,th1,0xAA,0xAA,0.5309,0.5303,0.4977,0.4954,0.4926,-0.0014,435,novel,0.0573,-1.0000,0,0
assembled,0x00C2B10D20260707,C,20,C10 parity XOR 0x0F,0,0.5166,base,0,0,0,11,4,post,1,0,th2,0x31,0x31,0.5297,0.5229,0.4926,0.5166,0.5183,-0.0042,435,novel,0.4831,-1.0000,0,0
assembled,0x00C2B10D20260707,C,21,C11 XOR 0x37,0,0.4840,base,0,0,0,11,4,post,1,0,th3,0x63,0x63,0.5326,0.5331,0.5286,0.4840,0.4840,-0.0112,435,novel,0.5929,-1.0000,0,0
assembled,0x00C2B10D20260707,D,22,D01 sum%2,1,1.0000,world,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,D,23,D07 count3%3,1,1.0000,menu,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
assembled,0x00C2B10D20260707,D,24,D11 subset-parity{0-3},1,1.0000,forge,1,1,0,12,4,post,0,0,,0x00,0x00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,,0.0000,-1.0000,0,1
